Orthogroup,Arabidopsis,Cucumis,Nicotiana,Solanum
OG0010826,AT3G24430.1,MELO3C025316T1,NIOBTv3_g34789.t1,Solyc12g007010.2.1
OG0010827,AT3G27930.1,MELO3C021546T1,NIOBTv3_g24006.t1,Solyc02g067740.4.1
OG0010828,AT3G17350.1,MELO3C006745T1,NIOBTv3_g20155.t1,Solyc01g088500.3.1
OG0010832,AT3G26580.1,MELO3C011955T1,NIOBTv3_g39126.t1,Solyc05g013480.4.1
OG0010834,AT3G47860.1,MELO3C018077T1,NIOBTv3_g05127.t1,Solyc12g005180.2.1
OG0010837,AT3G15930.1,MELO3C023433T1,NIOBTv3_g19267.t1,Solyc03g116840.3.1
OG0010838,AT3G10040.1,MELO3C009422T1,NIOBTv3_g02858.t1,Solyc09g008830.3.1
OG0010843,AT3G27200.1,MELO3C008198T1,NIOBTv3_g40395.t1,Solyc02g094050.4.1
OG0010844,AT3G62580.1,MELO3C015935T1,NIOBTv3_g40963.t1,Solyc01g079590.3.1
OG0010845,AT3G19870.1,MELO3C005202T1,NIOBTv3_g31200.t1,Solyc10g079850.2.1
OG0010846,AT3G52720.1,MELO3C009476T1,NIOBTv3_g02271.t1,Solyc09g009830.3.1
OG0010847,AT3G54480.1,MELO3C012462T1,NIOBTv3_g05399.t1,Solyc11g005590.1.1
OG0010851,AT3G27820.1,MELO3C021554T1,NIOBTv3_g08989.t1,Solyc02g086710.3.1
OG0010852,AT3G19900.1,MELO3C020030T1,NIOBTv3_g16498.t1,Solyc04g009370.4.1
OG0010853,AT3G24503.1,MELO3C025328T1,NIOBTv3_g35029.t1,Solyc12g007030.3.1
OG0010858,AT3G04480.1,MELO3C008703T1,NIOBTv3_g25091.t1,Solyc04g010080.3.1
OG0010859,AT3G43860.1,MELO3C011492T1,NIOBTv3_g31677.t1,Solyc06g066120.3.1
OG0010861,AT3G25410.1,MELO3C012726T1,NIOBTv3_g16222.t1,Solyc09g055940.3.1
OG0010862,AT3G10520.1,MELO3C012382T1,NIOBTv3_g32629.t1,Solyc03g071690.4.1
OG0010863,AT3G20870.1,MELO3C014607T1,NIOBTv3_g16232.t1,Solyc11g062020.2.1
OG0010864,AT3G57290.1,MELO3C026327T1,NIOBTv3_g07609.t1,Solyc10g079880.2.1
OG0010865,AT3G52115.1,MELO3C023535T1,NIOBTv3_g37612.t1,Solyc01g086930.4.1
OG0010868,AT3G52080.1,MELO3C023563T1,NIOBTv3_g13880.t1,Solyc04g015990.2.1
OG0010869,AT3G56010.1,MELO3C018364T1,NIOBTv3_g24683.t1,Solyc03g095990.1.1
OG0010870,AT3G56040.1,MELO3C008313T1,NIOBTv3_g06921.t1,Solyc06g051080.4.1
OG0010873,AT3G51140.1,MELO3C016372T1,NIOBTv3_g22364.t1,Solyc02g062350.3.1
OG0010875,AT3G15090.1,MELO3C019391T1,NIOBTv3_g14548.t1,Solyc12g014050.2.1
OG0010878,AT3G27890.1,MELO3C005147T1,NIOBTv3_g15833.t1,Solyc01g096430.4.1
OG0010879,AT3G06730.1,MELO3C011393T1,NIOBTv3_g20958.t1,Solyc01g096480.2.1
OG0010880,AT3G27180.1,MELO3C014874T1,NIOBTv3_g10486.t1,Solyc03g005010.4.1
OG0010882,AT3G52110.1,MELO3C023547T1,NIOBTv3_g30994.t1,Solyc01g087080.4.1
OG0010886,AT3G21420.1,MELO3C006644T1,NIOBTv3_g23608.t1,Solyc01g067620.3.1
OG0010889,AT3G60370.1,MELO3C005979T1,NIOBTv3_g11468.t1,Solyc10g039270.2.1
OG0010892,AT3G12960.1,MELO3C010561T1,NIOBTv3_g04809.t1,Solyc07g066400.1.1
OG0010897,AT3G26115.2,MELO3C011916T1,NIOBTv3_g14930.t1,Solyc01g008900.4.1
OG0010899,AT3G17611.1,MELO3C008914T1,NIOBTv3_g29360.t1,Solyc07g042930.3.1
OG0010900,AT3G51620.2,MELO3C025212T1,NIOBTv3_g33963.t1,Solyc09g018160.3.1
OG0010905,AT3G08650.2,MELO3C025255T1,NIOBTv3_g27500.t1,Solyc01g087530.3.1
OG0010911,AT3G18100.1,MELO3C016456T1,NIOBTv3_g10829.t1,Solyc03g119050.4.1
OG0010919,AT3G56310.1,MELO3C020138T1,NIOBTv3_g16538.t1,Solyc06g050130.3.1
OG0010921,AT3G19184.1,MELO3C018443T1,NIOBTv3_g11901.t1,Solyc01g108140.4.1
OG0010926,AT3G24200.2,MELO3C016329T1,NIOBTv3_g10127.t1,Solyc09g091570.2.1
OG0010930,AT3G17668.1,MELO3C022466T1,NIOBTv3_g15787.t1,Solyc06g051160.4.1
OG0010934,AT3G52905.1,MELO3C005669T1,NIOBTv3_g09564.t1,Solyc10g074990.2.1
OG0010935,AT3G06778.1,MELO3C006689T1,NIOBTv3_g18466.t1,Solyc01g065570.2.1
OG0010938,AT3G56891.1,MELO3C019416T1,NIOBTv3_g39653.t1,Solyc02g076880.4.1
OG0010945,AT3G48900.2,MELO3C006899T1,NIOBTv3_g18640.t1,Solyc03g025900.3.1
OG0010946,AT3G63540.1,MELO3C023542T1,NIOBTv3_g19127.t1,Solyc01g087040.2.1
OG0010947,AT3G05345.1,MELO3C004256T1,NIOBTv3_g34791.t1,Solyc01g099260.3.1
OG0010953,AT3G59770.3,MELO3C026365T1,NIOBTv3_g51046.t1,Solyc08g044400.3.1
OG0010957,AT3G44620.2,MELO3C021441T1,NIOBTv3_g33491.t1,Solyc11g067060.3.1
OG0010971,AT3G09250.2,MELO3C009208T1,NIOBTv3_g41962.t1,Solyc09g011730.4.1
OG0010977,AT3G07565.4,MELO3C017793T1,NIOBTv3_g04184.t1,Solyc09g020000.3.1
OG0010979,AT3G27325.2,MELO3C003688T1,NIOBTv3_g12674.t1,Solyc02g093770.3.1
OG0010980,AT3G15180.2,MELO3C025610T1,NIOBTv3_g18339.t1,Solyc07g062860.3.1
OG0010981,AT3G24350.2,MELO3C011211T1,NIOBTv3_g18355.t1,Solyc08g067910.3.1
OG0010983,AT3G52260.3,MELO3C002896T1,NIOBTv3_g28521.t1,Solyc02g062520.3.1
OG0010986,AT3G29130.2,MELO3C023274T1,NIOBTv3_g29531.t1,Solyc02g069820.3.1
OG0010996,AT4G02725.1,MELO3C014393T1,NIOBTv3_g04295.t1,Solyc09g065300.4.1
OG0010998,AT4G37040.1,MELO3C020895T1,NIOBTv3_g26852.t1,Solyc02g090670.3.1
OG0011000,AT4G05150.1,MELO3C007335T1,NIOBTv3_g16270.t1,Solyc02g079360.3.1
OG0011007,AT4G35870.1,MELO3C007939T1,NIOBTv3_g24793.t1,Solyc02g083430.1.1
OG0011008,AT4G08550.1,MELO3C008134T1,NIOBTv3_g29310.t1,Solyc04g072380.3.1
OG0011009,AT4G35880.1,MELO3C007938T1,NIOBTv3_g24796.t1,Solyc02g083450.3.1
OG0011012,AT4G35850.1,MELO3C026595T1,NIOBTv3_g16877.t1,Solyc01g112020.3.1
OG0011014,AT4G16515.1,MELO3C000628T1,NIOBTv3_g35039.t1,Solyc08g078840.3.1
OG0011016,AT4G31270.1,MELO3C003604T1,NIOBTv3_g24667.t1,Solyc08g069160.3.1
OG0011019,AT4G37660.1,MELO3C007639T1,NIOBTv3_g11591.t1,Solyc02g092300.1.1
OG0011021,AT4G35905.1,MELO3C007931T1,NIOBTv3_g22867.t1,Solyc03g033370.3.1
OG0011027,AT4G00050.1,MELO3C022233T1,NIOBTv3_g14441.t1,Solyc01g090790.4.1
OG0011029,AT4G14746.1,MELO3C014289T1,NIOBTv3_g19527.t1,Solyc09g082570.3.1
OG0011030,AT4G22730.1,MELO3C013983T1,NIOBTv3_g12627.t1,Solyc08g079460.3.1
OG0011031,AT4G09620.1,MELO3C008119T1,NIOBTv3_g12695.t1,Solyc11g017430.3.1
OG0011033,AT4G02680.1,MELO3C014329T1,NIOBTv3_g34583.t1,Solyc09g065640.3.1
OG0011035,AT4G23440.1,MELO3C005690T1,NIOBTv3_g21607.t1,Solyc08g081260.1.1
OG0011037,AT4G17180.1,MELO3C026083T1,NIOBTv3_g40405.t1,Solyc04g015190.3.1
OG0011038,AT4G32600.1,MELO3C011213T1,NIOBTv3_g24970.t1,Solyc08g067770.3.1
OG0011039,AT4G09650.1,MELO3C025005T1,NIOBTv3_g29836.t1,Solyc12g056830.1.1
OG0011040,AT4G17040.1,MELO3C013900T1,NIOBTv3_g36539.t1,Solyc08g077890.3.1
OG0011042,AT4G17030.1,MELO3C003336T1,NIOBTv3_g36538.t1,Solyc08g077900.3.1
OG0011043,AT4G24880.1,MELO3C026209T1,NIOBTv3_g09485.t1,Solyc08g083260.3.1
OG0011046,AT4G27540.1,MELO3C025603T1,NIOBTv3_g29625.t1,Solyc12g013910.2.1
OG0011048,AT4G24900.1,MELO3C002363T1,NIOBTv3_g16738.t1,Solyc03g098330.2.1
OG0011050,AT4G37300.1,MELO3C019205T1,NIOBTv3_g22894.t1,Solyc02g092880.3.1
OG0011054,AT4G37280.1,MELO3C007587T1,NIOBTv3_g24951.t1,Solyc02g092910.3.1
OG0011058,AT4G08810.1,MELO3C015597T1,NIOBTv3_g28003.t1,Solyc01g005690.3.1
OG0011061,AT4G17910.1,MELO3C013842T1,NIOBTv3_g02967.t1,Solyc08g076810.4.1
OG0011063,AT4G17940.1,MELO3C003424T1,NIOBTv3_g11067.t1,Solyc08g076730.4.1
OG0011068,AT4G15110.1,MELO3C016233T1,NIOBTv3_g32613.t1,Solyc05g016330.3.1
OG0011077,AT4G24930.1,MELO3C002367T1,NIOBTv3_g10499.t1,Solyc03g019660.4.1
OG0011079,AT4G16430.1,MELO3C024041T1,NIOBTv3_g14758.t1,Solyc06g083980.3.1
OG0011080,AT4G02730.1,MELO3C015824T1,NIOBTv3_g04294.t1,Solyc09g065290.4.1
OG0011082,AT4G19440.1,MELO3C016242T1,NIOBTv3_g07381.t1,Solyc11g005940.3.1
OG0011085,AT4G28260.1,MELO3C013614T1,NIOBTv3_g33947.t1,Solyc10g008420.3.1
OG0011087,AT4G28230.1,MELO3C013535T1,NIOBTv3_g40540.t1,Solyc07g054690.1.1
OG0011089,AT4G19390.1,MELO3C010532T1,NIOBTv3_g08617.t1,Solyc08g075280.4.1
OG0011095,AT4G19400.1,MELO3C016211T1,NIOBTv3_g32578.t1,Solyc08g075070.3.1
OG0011096,AT4G01730.1,MELO3C011811T1,NIOBTv3_g03935.t1,Solyc01g079100.3.1
OG0011098,AT4G35335.1,MELO3C013485T1,NIOBTv3_g14245.t1,Solyc11g008590.2.1
OG0011099,AT4G26370.1,MELO3C014730T1,NIOBTv3_g00952.t1,Solyc01g028870.3.1
OG0011100,AT4G18370.1,MELO3C002750T1,NIOBTv3_g02444.t1,Solyc08g048550.3.1
OG0011102,AT4G26410.1,MELO3C015562T1,NIOBTv3_g03718.t1,Solyc01g049960.4.1
OG0011103,AT4G35250.1,MELO3C013632T1,NIOBTv3_g23417.t1,Solyc01g112060.4.1
OG0011104,AT4G16563.1,MELO3C013943T1,NIOBTv3_g19953.t1,Solyc08g078670.2.1
OG0011105,AT4G21430.1,MELO3C007332T1,NIOBTv3_g16265.t1,Solyc02g079300.3.1
OG0011108,AT4G19070.1,MELO3C022756T1,NIOBTv3_g36714.t1,Solyc12g096090.2.1
OG0011110,AT4G28080.1,MELO3C010197T1,NIOBTv3_g24173.t1,Solyc07g006030.4.1
OG0011111,AT4G01880.1,MELO3C023610T1,NIOBTv3_g06294.t1,Solyc01g068050.3.1
OG0011114,AT4G19100.1,MELO3C013801T1,NIOBTv3_g36715.t1,Solyc12g096100.2.1
OG0011115,AT4G39520.1,MELO3C020959T1,NIOBTv3_g22292.t1,Solyc04g051830.4.1
OG0011117,AT4G28030.1,MELO3C013348T1,NIOBTv3_g05657.t1,Solyc07g006340.3.1
OG0011118,AT4G01940.1,MELO3C015905T1,NIOBTv3_g32748.t1,Solyc01g079220.4.1
OG0011121,AT4G19010.1,MELO3C022770T1,NIOBTv3_g31911.t1,Solyc08g076300.3.1
OG0011130,AT4G01790.1,MELO3C005192T1,NIOBTv3_g03934.t1,Solyc01g080830.3.1
OG0011131,AT4G03150.1,MELO3C015894T1,NIOBTv3_g33509.t1,Solyc06g084470.4.1
OG0011134,AT4G40080.1,MELO3C019004T1,NIOBTv3_g05713.t1,Solyc11g010370.1.1
OG0011135,AT4G18470.1,MELO3C002630T1,NIOBTv3_g14324.t1,Solyc02g077320.4.1
OG0011136,AT4G01860.1,MELO3C012913T1,NIOBTv3_g06292.t1,Solyc01g068070.4.1
OG0011137,AT4G40050.1,MELO3C017597T1,NIOBTv3_g23605.t1,Solyc11g010240.3.1
OG0011138,AT4G19180.1,MELO3C016223T1,NIOBTv3_g34240.t1,Solyc05g052490.3.1
OG0011140,AT4G31830.1,MELO3C016955T1,NIOBTv3_g15403.t1,Solyc08g006800.3.1
OG0011141,AT4G35750.1,MELO3C013738T1,NIOBTv3_g24962.t1,Solyc02g083250.3.1
OG0011143,AT4G28560.1,MELO3C012860T1,NIOBTv3_g35223.t1,Solyc09g072630.3.1
OG0011144,AT4G08455.1,MELO3C015709T1,NIOBTv3_g31011.t1,Solyc02g032510.3.1
OG0011145,AT4G27600.1,MELO3C003308T1,NIOBTv3_g03277.t1,Solyc03g097210.3.1
OG0011149,AT4G31570.1,MELO3C003621T1,NIOBTv3_g31547.t1,Solyc08g006420.3.1
OG0011150,AT4G31560.1,MELO3C005141T1,NIOBTv3_g07648.t1,Solyc01g068190.3.1
OG0011151,AT4G18240.1,MELO3C007155T1,NIOBTv3_g14366.t1,Solyc02g071040.3.1
OG0011152,AT4G35730.1,MELO3C007956T1,NIOBTv3_g37438.t1,Solyc02g083130.4.1
OG0011154,AT4G18230.1,MELO3C013839T1,NIOBTv3_g29751.t1,Solyc03g005800.4.1
OG0011155,AT4G22130.1,MELO3C021727T1,NIOBTv3_g05270.t1,Solyc02g081070.4.1
OG0011156,AT4G23730.1,MELO3C016314T1,NIOBTv3_g06102.t1,Solyc08g081930.3.1
OG0011159,AT4G18060.1,MELO3C002699T1,NIOBTv3_g25016.t1,Solyc02g071330.4.1
OG0011160,AT4G08540.1,MELO3C008130T1,NIOBTv3_g07594.t1,Solyc04g072440.4.1
OG0011163,AT4G18130.1,MELO3C002705T1,NIOBTv3_g20603.t1,Solyc02g071260.3.1
OG0011165,AT4G28590.1,MELO3C012855T1,NIOBTv3_g19747.t1,Solyc02g079730.4.1
OG0011171,AT4G35530.1,MELO3C013716T1,NIOBTv3_g35350.t1,Solyc02g038814.1.1
OG0011174,AT4G12740.1,MELO3C022371T1,NIOBTv3_g27609.t1,Solyc09g018850.3.1
OG0011176,AT4G26240.1,MELO3C015437T1,NIOBTv3_g37912.t1,Solyc08g041690.1.1
OG0011177,AT4G35420.1,MELO3C013473T1,NIOBTv3_g15505.t1,Solyc04g008780.4.1
OG0011179,AT4G31820.1,MELO3C011299T1,NIOBTv3_g05254.t1,Solyc08g006870.4.1
OG0011181,AT4G12760.1,MELO3C002194T1,NIOBTv3_g29212.t1,Solyc09g018950.3.1
OG0011184,AT4G18270.1,MELO3C002716T1,NIOBTv3_g32011.t1,Solyc02g070560.3.1
OG0011185,AT4G08330.1,MELO3C010478T1,NIOBTv3_g17837.t1,Solyc04g071630.3.1
OG0011189,AT4G28980.2,MELO3C004567T1,NIOBTv3_g05210.t1,Solyc12g007200.2.1
OG0011197,AT4G30700.1,MELO3C003915T1,NIOBTv3_g12441.t1,Solyc07g005850.3.1
OG0011198,AT4G34360.1,MELO3C018408T1,NIOBTv3_g35937.t1,Solyc01g109290.3.1
OG0011199,AT4G30720.1,MELO3C004121T1,NIOBTv3_g12446.t1,Solyc07g005870.3.1
OG0011201,AT4G25540.1,MELO3C006901T1,NIOBTv3_g18638.t1,Solyc03g025890.2.1
OG0011203,AT4G20410.1,MELO3C021810T1,NIOBTv3_g01054.t1,Solyc02g069640.3.1
OG0011205,AT4G29070.1,MELO3C014560T1,NIOBTv3_g17107.t1,Solyc01g008780.3.1
OG0011210,AT4G20360.1,MELO3C026259T1,NIOBTv3_g14240.t1,Solyc03g112150.1.1
OG0011212,AT4G33680.1,MELO3C018037T1,NIOBTv3_g05321.t1,Solyc06g073280.3.1
OG0011213,AT4G33690.1,MELO3C013317T1,NIOBTv3_g38800.t1,Solyc01g106560.4.1
OG0011214,AT4G06536.1,MELO3C016778T1,NIOBTv3_g29541.t1,Solyc04g078630.3.1
OG0011216,AT4G27340.1,MELO3C018180T1,NIOBTv3_g28106.t1,Solyc12g005280.3.1
OG0011225,AT4G30950.1,MELO3C010229T1,NIOBTv3_g39809.t1,Solyc07g005510.3.1
OG0011226,AT4G35980.1,MELO3C007921T1,NIOBTv3_g35560.t1,Solyc02g083650.3.1
OG0011231,AT4G12590.1,MELO3C021687T1,NIOBTv3_g35807.t1,Solyc05g054100.3.1
OG0011233,AT4G36420.1,MELO3C007869T1,NIOBTv3_g32789.t1,Solyc02g088760.2.1
OG0011234,AT4G27390.1,MELO3C016549T1,NIOBTv3_g20658.t1,Solyc07g063530.3.1
OG0011236,AT4G28740.1,MELO3C012814T1,NIOBTv3_g36118.t1,Solyc09g063140.4.1
OG0011238,AT4G34030.1,MELO3C018456T1,NIOBTv3_g11912.t1,Solyc01g108030.4.1
OG0011240,AT4G14110.1,MELO3C014386T1,NIOBTv3_g36980.t1,Solyc01g104600.4.1
OG0011242,AT4G36380.1,MELO3C007870T1,NIOBTv3_g23389.t1,Solyc02g084740.4.1
OG0011245,AT4G14220.1,MELO3C021411T1,NIOBTv3_g06691.t1,Solyc01g079810.4.1
OG0011246,AT4G02530.1,MELO3C004491T1,NIOBTv3_g01073.t1,Solyc12g009600.2.1
OG0011250,AT4G09010.1,MELO3C003559T1,NIOBTv3_g26025.t1,Solyc04g074640.4.1
OG0011251,AT4G36650.1,MELO3C007819T1,NIOBTv3_g02509.t1,Solyc02g085470.3.1
OG0011252,AT4G28650.1,MELO3C012838T1,NIOBTv3_g35430.t1,Solyc09g064520.3.1
OG0011254,AT4G14180.1,MELO3C026127T1,NIOBTv3_g39683.t1,Solyc03g114040.3.1
OG0011256,AT4G14000.1,MELO3C006772T1,NIOBTv3_g36521.t1,Solyc12g098530.2.1
OG0011257,AT4G09320.1,MELO3C005939T1,NIOBTv3_g19009.t1,Solyc01g089970.3.1
OG0011258,AT4G14010.1,MELO3C006773T1,NIOBTv3_g26616.t1,Solyc09g092235.1.1
OG0011262,AT4G13980.1,MELO3C006288T1,NIOBTv3_g04471.t1,Solyc12g098520.2.1
OG0011263,AT4G09350.1,MELO3C002119T1,NIOBTv3_g13964.t1,Solyc09g074610.3.1
OG0011264,AT4G33910.1,MELO3C007611T1,NIOBTv3_g32055.t1,Solyc02g092710.3.1
OG0011265,AT4G12730.1,MELO3C024192T1,NIOBTv3_g22028.t1,Solyc07g045440.1.1
OG0011266,AT4G34020.1,MELO3C018457T1,NIOBTv3_g11911.t1,Solyc01g108070.4.1
OG0011268,AT4G12650.1,MELO3C013467T1,NIOBTv3_g23070.t1,Solyc07g056050.1.1
OG0011269,AT4G12680.1,MELO3C013458T1,NIOBTv3_g02625.t1,Solyc07g045140.4.1
OG0011274,AT4G33670.1,MELO3C018576T1,NIOBTv3_g29041.t1,Solyc01g106450.3.1
OG0011276,AT4G04320.1,MELO3C021729T1,NIOBTv3_g22695.t1,Solyc02g036290.4.1
OG0011277,AT4G20930.1,MELO3C002813T1,NIOBTv3_g27375.t1,Solyc02g022930.3.1
OG0011278,AT4G16370.1,MELO3C026099T1,NIOBTv3_g31414.t1,Solyc11g012700.2.1
OG0011279,AT4G11980.1,MELO3C005608T1,NIOBTv3_g38554.t1,Solyc08g079820.3.1
OG0011280,AT4G00335.1,MELO3C006098T1,NIOBTv3_g01370.t1,Solyc01g094840.3.1
OG0011284,AT4G20870.1,MELO3C007059T1,NIOBTv3_g30329.t1,Solyc02g022910.4.1
OG0011288,AT4G12070.1,MELO3C014617T1,NIOBTv3_g17754.t1,Solyc11g056620.3.1
OG0011290,AT4G17540.1,MELO3C003330T1,NIOBTv3_g46234.t1,Solyc06g060890.4.1
OG0011293,AT4G19830.1,MELO3C021776T1,NIOBTv3_g10269.t1,Solyc02g069130.3.1
OG0011294,AT4G21350.1,MELO3C007339T1,NIOBTv3_g35542.t1,Solyc02g079740.1.1
OG0011295,AT4G17430.1,MELO3C005514T1,NIOBTv3_g15092.t1,Solyc08g078380.3.1
OG0011296,AT4G14455.1,MELO3C012982T1,NIOBTv3_g35578.t1,Solyc09g089630.3.1
OG0011301,AT4G38500.1,MELO3C004012T1,NIOBTv3_g29303.t1,Solyc01g111770.2.1
OG0011302,AT4G19540.1,MELO3C014336T1,NIOBTv3_g19168.t1,Solyc06g083990.3.1
OG0011304,AT4G17370.1,MELO3C005521T1,NIOBTv3_g03876.t1,Solyc08g078460.3.1
OG0011306,AT4G17380.1,MELO3C005519T1,NIOBTv3_g26534.t1,Solyc08g007330.3.1
OG0011312,AT4G21210.1,MELO3C002484T1,NIOBTv3_g35261.t1,Solyc10g005370.3.1
OG0011313,AT4G01660.1,MELO3C026475T1,NIOBTv3_g06604.t1,Solyc01g068640.3.1
OG0011314,AT4G01650.1,MELO3C021224T1,NIOBTv3_g17083.t1,Solyc01g068620.4.1
OG0011315,AT4G00200.1,MELO3C006186T1,NIOBTv3_g34352.t1,Solyc01g091370.4.1
OG0011318,AT4G27510.1,MELO3C022215T1,NIOBTv3_g10040.t1,Solyc11g020910.3.1
OG0011319,AT4G00231.1,MELO3C003326T1,NIOBTv3_g25268.t1,Solyc02g080650.3.1
OG0011322,AT4G12230.1,MELO3C005579T1,NIOBTv3_g12626.t1,Solyc08g079450.3.1
OG0011324,AT4G00910.1,MELO3C022258T1,NIOBTv3_g33363.t1,Solyc01g096140.3.1
OG0011326,AT4G25830.1,MELO3C004090T1,NIOBTv3_g29865.t1,Solyc07g006855.2.1
OG0011328,AT4G00895.1,MELO3C006001T1,NIOBTv3_g24473.t1,Solyc05g050500.1.1
OG0011329,AT4G12240.1,MELO3C013980T1,NIOBTv3_g33275.t1,Solyc11g150100.1.1
OG0011335,AT4G31150.1,MELO3C011207T1,NIOBTv3_g40971.t1,Solyc12g096280.2.1
OG0011339,AT4G02425.1,MELO3C017958T1,NIOBTv3_g39415.t1,Solyc06g009120.3.1
OG0011344,AT4G33625.1,MELO3C018054T1,NIOBTv3_g25053.t1,Solyc01g105980.3.1
OG0011346,AT4G25980.1,MELO3C018672T1,NIOBTv3_g11623.t1,Solyc01g104860.3.1
OG0011347,AT4G17650.1,MELO3C016753T1,NIOBTv3_g23305.t1,Solyc04g078890.4.1
OG0011350,AT4G12130.1,MELO3C013985T1,NIOBTv3_g65244.t1,Solyc08g079470.3.1
OG0011353,AT4G00450.1,MELO3C006111T1,NIOBTv3_g00155.t1,Solyc01g094620.3.1
OG0011354,AT4G20740.1,MELO3C005140T1,NIOBTv3_g07649.t1,Solyc01g068180.3.1
OG0011359,AT4G25910.1,MELO3C004002T1,NIOBTv3_g01235.t1,Solyc05g044630.3.1
OG0011361,AT4G17740.1,MELO3C023073T1,NIOBTv3_g06302.t1,Solyc12g097030.2.1
OG0011367,AT4G04190.1,MELO3C003122T1,NIOBTv3_g19907.t1,Solyc11g067150.2.1
OG0011368,AT4G20050.1,MELO3C009962T1,NIOBTv3_g31908.t1,Solyc02g068400.3.1
OG0011369,AT4G32870.1,MELO3C011133T1,NIOBTv3_g22106.t1,Solyc08g066430.1.1
OG0011374,AT4G24370.1,MELO3C005074T1,NIOBTv3_g37712.t1,Solyc01g089857.1.1
OG0011375,AT4G10770.1,MELO3C005778T1,NIOBTv3_g29570.t1,Solyc08g082990.3.1
OG0011378,AT4G10800.1,MELO3C005775T1,NIOBTv3_g28006.t1,Solyc01g005670.3.1
OG0011379,AT4G10750.1,MELO3C013779T1,NIOBTv3_g32045.t1,Solyc08g008530.1.1
OG0011383,AT4G02980.1,MELO3C015871T1,NIOBTv3_g37449.t1,Solyc06g084390.3.1
OG0011384,AT4G27640.1,MELO3C019464T1,NIOBTv3_g10694.t1,Solyc01g104070.3.1
OG0011386,AT4G18780.1,MELO3C002672T1,NIOBTv3_g22443.t1,Solyc02g072240.3.1
OG0011389,AT4G04670.1,MELO3C007389T1,NIOBTv3_g37650.t1,Solyc05g055610.4.1
OG0011390,AT4G04920.1,MELO3C002588T1,NIOBTv3_g37271.t1,Solyc02g078520.4.1
OG0011393,AT4G04940.1,MELO3C003929T1,NIOBTv3_g00640.t1,Solyc01g087670.3.1
OG0011397,AT4G15475.1,MELO3C021388T1,NIOBTv3_g07292.t1,Solyc06g054430.1.1
OG0011399,AT4G13220.1,MELO3C012792T1,NIOBTv3_g17968.t1,Solyc06g007990.4.1
OG0011401,AT4G23890.1,MELO3C016296T1,NIOBTv3_g17913.t1,Solyc08g082400.1.1
OG0011407,AT4G24320.1,MELO3C019828T1,NIOBTv3_g18110.t1,Solyc01g103640.4.1
OG0011409,AT4G37840.1,MELO3C007677T1,NIOBTv3_g13057.t1,Solyc02g091830.3.1
OG0011416,AT4G02800.1,MELO3C014399T1,NIOBTv3_g09640.t1,Solyc06g008980.3.1
OG0011417,AT4G33060.1,MELO3C016887T1,NIOBTv3_g32058.t1,Solyc08g062700.3.1
OG0011418,AT4G13400.1,MELO3C004544T1,NIOBTv3_g24708.t1,Solyc04g049620.2.1
OG0011421,AT4G04880.1,MELO3C007380T1,NIOBTv3_g06737.t1,Solyc10g005310.3.1
OG0011425,AT4G10340.1,MELO3C022113T1,NIOBTv3_g25385.t1,Solyc06g063370.3.1
OG0011426,AT4G33030.1,MELO3C016873T1,NIOBTv3_g23820.t1,Solyc08g063080.3.1
OG0011427,AT4G13370.1,MELO3C025312T1,NIOBTv3_g35028.t1,Solyc12g007020.2.1
OG0011428,AT4G15570.1,MELO3C023175T1,NIOBTv3_g35686.t1,Solyc01g104640.3.1
OG0011434,AT4G29490.1,MELO3C015446T1,NIOBTv3_g08873.t1,Solyc07g026960.3.1
OG0011435,AT4G24480.1,MELO3C003518T1,NIOBTv3_g26099.t1,Solyc04g076480.3.1
OG0011442,AT4G15560.1,MELO3C021375T1,NIOBTv3_g02394.t1,Solyc01g067890.4.1
OG0011443,AT4G15890.1,MELO3C021323T1,NIOBTv3_g00785.t1,Solyc12g099510.3.1
OG0011446,AT4G04885.1,MELO3C004944T1,NIOBTv3_g11470.t1,Solyc12g094490.2.1
OG0011448,AT4G38430.1,MELO3C013654T1,NIOBTv3_g21183.t1,Solyc01g111930.4.1
OG0011452,AT4G34730.1,MELO3C020750T1,NIOBTv3_g30229.t1,Solyc01g110550.3.1
OG0011454,AT4G02405.1,MELO3C024580T1,NIOBTv3_g31590.t1,Solyc06g084570.4.1
OG0011456,AT4G32810.1,MELO3C011142T1,NIOBTv3_g12116.t1,Solyc08g066650.3.1
OG0011457,AT4G04960.1,MELO3C002606T1,NIOBTv3_g25760.t1,Solyc02g078170.3.1
OG0011462,AT4G38380.1,MELO3C013263T1,NIOBTv3_g33280.t1,Solyc01g112090.3.1
OG0011463,AT4G38370.1,MELO3C022591T1,NIOBTv3_g07490.t1,Solyc01g112160.4.1
OG0011464,AT4G11560.1,MELO3C005675T1,NIOBTv3_g07944.t1,Solyc08g081050.4.1
OG0011468,AT4G27700.1,MELO3C019382T1,NIOBTv3_g07671.t1,Solyc06g053140.3.1
OG0011469,AT4G24015.1,MELO3C005760T1,NIOBTv3_g03705.t1,Solyc08g082680.3.1
OG0011472,AT4G13450.1,MELO3C006368T1,NIOBTv3_g35830.t1,Solyc09g090850.3.1
OG0011473,AT4G03030.1,MELO3C024047T1,NIOBTv3_g11698.t1,Solyc09g066210.4.1
OG0011476,AT4G21870.1,MELO3C002465T1,NIOBTv3_g32660.t1,Solyc02g080410.3.1
