AT5G23090.4	PF00808
AT1G13250.1	PF01501
AT2G21890.1	PF00107
AT2G21890.1	PF08240
AT3G43590.1	PF00098
AT3G43590.1	PF00098
AT3G43590.1	PF00098
AT3G43590.1	PF00098
AT3G60260.3	PF04727
AT3G07470.1	PF04398
AT5G66670.1	PF05055
AT5G66670.2	PF05055
AT3G01550.1	PF03151
AT2G35350.1	PF00481
AT2G35350.1	PF00481
AT1G13590.1	PF06404
AT2G44210.1	PF03080
AT2G44210.1	PF14365
AT1G20330.1	PF08241
AT1G20330.1	PF08498
AT2G16970.1	PF07690
AT5G51560.1	PF13855
AT5G51560.1	PF07714
AT5G51560.1	PF08263
AT5G20090.3	PF03650
AT1G28090.1	PF01743
AT1G28090.1	PF12627
AT4G26310.2	PF01132
AT4G26310.2	PF08207
AT5G14850.1	PF03901
AT1G19160.1	PF00646
AT1G19160.1	PF08268
AT2G03610.1	PF00646
AT2G03610.1	PF03478
AT3G60070.1	PF13347
AT3G17730.1	PF02365
AT3G02350.1	PF01501
AT1G26590.1	PF13912
AT1G26590.1	PF13912
AT1G26590.1	PF13912
AT5G67180.1	PF00847
AT5G67180.1	PF00847
AT5G21900.1	PF13516
AT3G14610.1	PF00067
AT3G26310.1	PF00067
AT3G18140.1	PF00400
AT3G18140.1	PF00400
AT3G18140.1	PF00400
AT3G18140.1	PF00400
AT3G18140.1	PF00400
AT2G34630.2	PF00348
AT1G28350.1	PF00579
AT1G28350.1	PF00579
AT2G22120.2	PF12906
AT5G23800.1	PF05641
AT5G23800.1	PF05641
AT5G23800.1	PF05641
AT5G23800.1	PF05266
AT1G06750.1	PF06414
AT1G31440.1	PF14604
AT4G34450.1	PF01602
AT4G34450.1	PF08752
AT4G34450.1	PF16381
AT1G62810.1	PF02728
AT1G62810.1	PF02727
AT1G62810.1	PF01179
AT2G19520.1	PF12265
AT2G19520.1	PF00400
AT2G19520.1	PF00400
AT2G19520.1	PF00400
AT2G19520.1	PF00400
AT2G36070.1	PF04280
AT4G11060.1	PF00436
AT3G29180.1	PF07059
AT3G29180.2	PF07059
AT2G21270.3	PF03152
AT2G43140.2	PF00010
AT2G02280.1	PF14299
AT3G51680.1	PF13561
AT3G21790.1	PF00201
AT2G23560.1	PF12697
AT2G40580.1	PF00069
AT3G01085.1	PF00069
AT3G05940.1	PF03619
AT4G21560.3	PF03997
AT4G21560.1	PF03997
AT4G21560.2	PF03997
AT4G35030.3	PF00069
AT2G01220.1	PF01467
AT2G36060.2	PF00179
AT1G15400.2	PF15697
AT2G25770.2	PF10604
AT2G25770.1	PF10604
AT2G30990.2	PF05097
AT2G30990.2	PF05097
AT2G30990.1	PF05097
AT2G30990.1	PF05097
AT4G23290.2	PF00069
AT4G23290.2	PF01657
AT4G23290.2	PF01657
AT1G18030.2	PF00481
AT5G14440.1	PF05477
AT4G39150.1	PF00226
AT4G39150.1	PF14308
AT4G39150.2	PF00226
AT4G39150.2	PF14308
AT3G13620.1	PF13520
AT4G23280.1	PF01657
AT4G23280.1	PF01657
AT4G23280.1	PF07714
AT1G54380.1	PF04938
AT5G19450.1	PF00069
AT5G19450.1	PF13499
AT5G19450.1	PF13499
AT5G19450.2	PF00069
AT5G19450.2	PF13499
AT5G19450.2	PF13499
AT4G18610.1	PF04852
AT2G45610.1	PF07859
AT3G42660.1	PF12894
AT3G42660.1	PF12341
AT3G42660.1	PF00400
AT3G42660.1	PF00400
AT5G62480.1	PF13417
AT2G22930.1	PF00201
AT5G08650.1	PF00679
AT5G08650.1	PF03144
AT5G08650.1	PF00009
AT5G08650.1	PF06421
AT2G38150.1	PF04572
AT2G38150.1	PF04488
AT2G14830.1	PF03398
AT4G21310.1	PF06749
AT4G23900.1	PF00334
AT2G33870.1	PF00071
AT4G37270.1	PF00702
AT4G37270.1	PF00122
AT2G20740.1	PF00335
AT3G10010.1	PF15628
AT3G10010.1	PF15629
AT5G16300.4	PF08700
AT1G63100.1	PF03514
AT2G35990.1	PF03641
AT4G22060.1	PF00646
AT4G22060.1	PF03478
AT1G10240.1	PF03101
AT1G10240.1	PF04434
AT1G10240.1	PF10551
AT3G09520.1	PF03081
AT1G27940.1	PF00664
AT1G27940.1	PF00664
AT1G27940.1	PF00005
AT1G27940.1	PF00005
AT2G47890.1	PF00643
AT2G47890.1	PF06203
AT3G44560.1	PF07993
AT3G44560.1	PF03015
AT5G14770.1	PF12854
AT5G14770.1	PF13041
AT5G14770.1	PF13041
AT5G14770.1	PF13041
AT5G14770.1	PF13041
AT5G14770.1	PF13041
AT5G14770.1	PF13041
AT5G14770.1	PF13041
AT5G14770.1	PF13041
AT5G14770.1	PF13041
AT3G07525.1	PF03987
AT1G02680.1	PF02269
AT4G27160.1	PF00234
AT5G56290.1	PF13432
AT5G56290.1	PF13181
AT5G56290.1	PF00515
AT2G20990.2	PF17047
AT2G20990.2	PF00168
AT2G20990.2	PF00168
AT1G71480.1	PF02136
AT1G73830.2	PF00010
AT1G03020.1	PF00462
AT5G11160.1	PF00156
AT1G76460.1	PF00076
AT3G07565.1	PF12579
AT3G57410.1	PF00626
AT3G57410.1	PF00626
AT3G57410.1	PF00626
AT3G57410.1	PF00626
AT3G57410.1	PF00626
AT3G57410.1	PF00626
AT3G57410.1	PF02209
AT5G44340.1	PF00091
AT5G44340.1	PF03953
AT5G48030.1	PF01556
AT5G48030.1	PF00226
AT5G48030.1	PF00684
AT2G07340.1	PF01920
AT3G16650.1	PF00400
AT3G16650.1	PF00400
AT3G16650.1	PF00400
AT3G16650.1	PF00400
AT3G16650.1	PF00400
AT1G35520.1	PF06507
AT1G35520.1	PF02309
AT1G35520.1	PF02362
AT3G21175.3	PF06200
AT3G21175.3	PF06203
AT1G08620.1	PF02375
AT1G08620.1	PF05965
AT1G08620.1	PF05964
AT1G08620.1	PF02373
AT1G08620.1	PF02928
AT1G08620.2	PF02375
AT1G08620.2	PF05965
AT1G08620.2	PF05964
AT1G08620.2	PF02373
AT1G08620.2	PF02928
AT5G54670.1	PF00225
AT4G14713.2	PF06200
AT4G14713.2	PF09425
AT5G51140.1	PF00849
AT4G27960.2	PF00179
AT5G43380.1	PF16891
AT5G43380.1	PF00149
AT5G04140.2	PF01493
AT5G04140.2	PF00310
AT5G04140.2	PF04898
AT5G04140.2	PF01645
AT3G01690.1	PF12146
AT3G16780.1	PF01280
AT4G39660.1	PF00202
AT1G20150.1	PF17766
AT1G20150.1	PF00082
AT1G20150.1	PF05922
AT2G13790.1	PF08263
AT2G13790.1	PF00069
AT3G29450.1	PF14291
AT3G29450.1	PF14291
AT1G26340.1	PF00173
AT5G05610.1	PF00628
AT5G05610.1	PF12165
AT5G05610.2	PF00628
AT5G05610.2	PF12165
AT5G45860.1	PF10604
AT3G14415.2	PF01070
AT1G13900.1	PF00149
AT1G13900.1	PF16656
AT1G13900.1	PF14008
AT1G52560.2	PF00011
AT2G41600.5	PF02330
AT5G52240.2	PF00173
AT5G48330.1	PF13540
AT5G48330.1	PF13540
AT5G48330.1	PF00415
AT5G48330.1	PF00415
AT5G48330.1	PF00415
AT4G11490.1	PF07714
AT4G11490.1	PF01657
AT4G11490.1	PF01657
AT1G58080.1	PF01634
AT1G58080.1	PF08029
AT2G21390.1	PF04053
AT2G21390.1	PF00400
AT2G21390.1	PF00400
AT2G21390.1	PF00400
AT2G21390.1	PF12894
AT2G21390.1	PF06957
AT3G45670.1	PF00069
AT3G63250.2	PF02574
AT5G05590.2	PF00697
AT5G43210.1	PF01541
AT2G45000.1	PF05064
AT4G15890.1	PF12717
AT3G25180.2	PF00067
AT4G39260.4	PF00076
AT4G24330.1	PF07946
AT1G51850.1	PF00069
AT1G51850.1	PF13855
AT1G51850.1	PF12819
AT3G16380.1	PF00076
AT3G16380.1	PF00076
AT3G16380.1	PF00076
AT3G16380.1	PF00076
AT5G64420.1	PF04931
AT5G17670.1	PF07819
AT1G53770.2	PF10250
AT3G59240.1	PF00646
AT3G59240.1	PF07723
AT5G02820.1	PF04406
AT1G55630.1	PF01535
AT1G55630.1	PF13041
AT1G55630.1	PF13041
AT1G55630.1	PF13812
AT1G55630.1	PF12854
AT5G42410.1	PF02519
AT5G23940.1	PF02458
AT1G51830.1	PF12819
AT1G51830.1	PF00069
AT1G51830.1	PF13855
AT1G11190.1	PF02265
AT2G27300.1	PF02365
AT4G24810.1	PF03109
AT2G43420.1	PF02453
AT2G43420.1	PF01073
AT4G30160.2	PF00626
AT4G30160.2	PF00626
AT4G30160.2	PF00626
AT4G30160.2	PF00626
AT4G30160.2	PF02209
AT2G42380.2	PF07716
AT1G79600.1	PF03109
AT1G48600.2	PF13847
AT1G48600.2	PF08241
AT2G21370.2	PF02782
AT4G13420.1	PF02705
AT5G66580.1	PF14009
AT5G58590.1	PF00638
AT5G04980.1	PF03372
AT3G21260.1	PF08718
AT1G24450.1	PF14622
AT1G66230.1	PF00249
AT1G66230.1	PF00249
AT1G48405.1	PF07765
AT5G49530.1	PF04801
AT5G23090.3	PF00808
AT4G35130.1	PF14432
AT4G35130.1	PF13041
AT4G35130.1	PF13041
AT4G35130.1	PF13041
AT4G35130.1	PF13812
AT4G35130.1	PF01535
AT4G35130.1	PF01535
AT4G35130.1	PF01535
AT4G35130.1	PF01535
AT4G35130.1	PF01535
AT4G35130.1	PF01535
AT1G05630.1	PF03372
AT1G69080.2	PF00582
AT5G60520.1	PF06830
AT1G61550.1	PF01453
AT1G61550.1	PF00954
AT1G61550.1	PF07714
AT1G61550.1	PF11883
AT1G61550.1	PF08276
AT4G09440.1	PF04510
AT4G36760.1	PF16189
AT4G36760.1	PF16188
AT4G36760.1	PF00557
AT4G36760.1	PF01321
AT1G32640.1	PF00010
AT1G32640.1	PF14215
AT5G56900.2	PF04677
AT5G56900.2	PF04676
AT1G56240.1	PF14299
AT4G01040.1	PF00704
AT2G38910.1	PF00069
AT2G38910.1	PF13499
AT2G38910.1	PF13499
AT5G44670.1	PF01697
AT5G55180.2	PF07983
AT5G55180.2	PF00332
AT1G18750.1	PF00319
AT3G56150.2	PF01399
AT3G56150.2	PF05470
AT3G56150.1	PF01399
AT3G56150.1	PF05470
AT3G09060.1	PF01535
AT3G09060.1	PF17177
AT3G09060.1	PF13041
AT3G09060.1	PF13041
AT3G09060.1	PF13041
AT3G09060.1	PF13041
AT3G09060.1	PF13041
AT3G09060.1	PF13041
AT3G09060.1	PF13041
AT3G09060.1	PF12854
AT5G20550.1	PF14226
AT5G20550.1	PF03171
AT4G27435.1	PF06749
AT5G53060.1	PF00013
AT5G53060.1	PF00013
AT5G53060.1	PF00013
AT5G58860.1	PF00067
AT2G25650.1	PF04504
AT3G46770.1	PF02362
AT3G24700.1	PF00646
AT3G24700.1	PF07734
AT3G08820.1	PF01535
AT3G08820.1	PF01535
AT3G08820.1	PF01535
AT3G08820.1	PF01535
AT3G08820.1	PF01535
AT3G08820.1	PF01535
AT3G08820.1	PF13041
AT3G08820.1	PF13041
AT3G08820.1	PF14432
AT1G25280.1	PF00646
AT1G25280.1	PF01167
AT5G14080.1	PF01535
AT5G14080.1	PF01535
AT5G14080.1	PF13041
AT5G14080.1	PF12854
AT2G35740.1	PF00083
AT2G35740.1	PF00083
AT1G45160.2	PF00069
AT2G31820.1	PF12796
AT2G31820.1	PF12796
AT2G31820.1	PF13606
AT2G31820.1	PF13962
AT1G17200.1	PF04535
AT1G70430.1	PF00069
AT2G33110.1	PF00957
AT2G33110.1	PF13774
AT3G01630.1	PF06813
AT2G31215.1	PF00010
AT3G27100.1	PF10163
AT3G02910.1	PF06094
AT2G32340.1	PF01963
AT3G28700.1	PF02636
AT5G01150.1	PF05056
AT5G39650.1	PF05078
AT2G39930.1	PF02922
AT2G39930.1	PF00128
AT2G01910.1	PF03999
AT2G22890.1	PF10520
AT4G22830.1	PF10693
AT5G48460.1	PF00307
AT5G48460.1	PF00307
AT5G48460.1	PF00307
AT5G48460.1	PF00307
AT3G48030.1	PF13639
AT3G48030.1	PF04588
AT5G50110.1	PF02527
AT1G78510.1	PF00348
AT5G23140.1	PF00574
AT3G18690.1	PF05678
AT2G35550.2	PF06217
AT2G35550.4	PF06217
AT2G35550.3	PF06217
AT1G13060.2	PF00227
AT3G20970.1	PF01106
AT3G20970.1	PF08712
AT1G01020.1	PF04161
AT4G24650.1	PF01715
AT4G24650.1	PF01715
AT3G54350.1	PF00498
AT3G54350.1	PF13325
AT3G54350.2	PF00498
AT3G54350.2	PF13325
AT3G54350.3	PF00498
AT3G54350.3	PF13325
AT3G26932.2	PF00035
AT3G26932.2	PF00035
AT3G26932.1	PF00035
AT3G26932.1	PF00035
AT4G31680.1	PF02362
AT4G31680.1	PF02362
AT4G31680.1	PF02362
AT5G06090.1	PF01553
AT5G06090.1	PF12710
AT4G00390.1	PF04504
AT3G49240.1	PF01535
AT3G49240.1	PF01535
AT3G49240.1	PF01535
AT3G49240.1	PF01535
AT3G49240.1	PF01535
AT3G49240.1	PF01535
AT3G49240.1	PF13041
AT3G49240.1	PF12854
AT3G49240.1	PF13812
AT3G23640.2	PF13802
AT3G23640.2	PF01055
AT3G23640.2	PF17137
AT3G23640.1	PF13802
AT3G23640.1	PF01055
AT3G23640.1	PF17137
AT1G49190.2	PF00072
AT2G28340.1	PF00320
AT1G33470.1	PF00076
AT2G21230.1	PF00170
AT1G61680.1	PF01397
AT1G61680.1	PF03936
AT4G09990.1	PF04669
AT5G05770.1	PF00046
AT4G22140.1	PF00628
AT4G22140.1	PF01426
AT5G01530.1	PF00504
AT2G26400.1	PF03079
AT5G54590.1	PF07714
AT1G01700.1	PF03759
AT5G12220.1	PF04031
AT2G27505.1	PF08387
AT2G39090.2	PF14559
AT2G25630.1	PF00232
AT1G34065.1	PF00153
AT1G34065.1	PF00153
AT1G34065.1	PF00153
AT5G57720.1	PF02362
AT5G45940.1	PF00293
AT5G56840.1	PF00249
AT4G15415.1	PF01603
AT4G15415.2	PF01603
AT5G11310.1	PF01535
AT5G11310.1	PF01535
AT5G11310.1	PF13041
AT5G11310.1	PF13041
AT5G11310.1	PF13041
AT5G64580.1	PF17862
AT5G64580.1	PF00004
AT3G61420.1	PF08567
AT3G61420.1	PF03909
AT3G05720.1	PF01749
AT3G05720.1	PF00514
AT3G05720.1	PF00514
AT3G05720.1	PF00514
AT3G05720.1	PF00514
AT3G05720.1	PF00514
AT3G05720.1	PF00514
AT3G05720.1	PF00514
AT3G05720.1	PF16186
AT2G04700.1	PF02943
AT5G60340.1	PF13238
AT3G29375.2	PF03469
AT4G33350.1	PF04278
AT5G64330.2	PF03000
AT3G06880.2	PF00400
AT3G06880.2	PF00400
AT5G47310.1	PF05903
AT1G73380.1	PF07000
AT4G31710.1	PF00060
AT4G31710.1	PF01094
AT4G31710.1	PF00497
AT1G59750.4	PF06507
AT1G59750.4	PF02309
AT1G59750.4	PF02362
AT2G04395.1	PF02765
AT5G61520.2	PF00083
ATCG00080.1	PF02532
AT5G20160.1	PF01248
AT3G06370.1	PF00999
AT3G18680.1	PF00696
AT5G52000.1	PF00514
AT5G52000.1	PF00514
AT5G52000.1	PF00514
AT5G52000.1	PF00514
AT5G52000.1	PF00514
AT5G52000.1	PF16186
AT3G28650.1	PF03107
AT3G28650.1	PF03107
AT3G28650.1	PF03107
AT3G28650.1	PF03107
AT3G28650.1	PF03107
AT3G28650.1	PF03107
AT3G28650.1	PF03107
AT3G07230.1	PF08186
AT5G37300.1	PF06974
AT5G37300.1	PF03007
AT2G35860.1	PF02469
AT2G35860.1	PF02469
AT3G61600.2	PF07707
AT3G61600.2	PF00651
AT2G25330.1	PF00917
AT2G25330.1	PF00917
AT3G18240.1	PF10213
AT3G18240.2	PF10213
AT3G57610.1	PF00709
AT3G20080.3	PF00067
AT1G18320.1	PF02466
AT4G27880.1	PF03145
AT1G44120.1	PF00168
AT1G44760.1	PF00582
AT1G11270.3	PF00646
AT4G34460.1	PF00400
AT4G34460.1	PF00400
AT4G34460.1	PF00400
AT4G34460.1	PF00400
AT4G34460.1	PF00400
AT4G34460.1	PF00400
AT4G34460.1	PF00400
AT3G57560.1	PF00696
AT5G44250.2	PF05705
AT1G32320.1	PF00069
AT5G10130.1	PF01190
AT1G73870.1	PF00643
AT1G73870.1	PF06203
AT5G43550.1	PF08268
AT1G34420.1	PF07714
AT1G34420.1	PF08263
AT1G34420.1	PF00560
AT1G34420.1	PF13855
AT1G34420.1	PF13855
AT1G34420.1	PF13855
AT1G34420.1	PF13855
AT4G17980.1	PF02365
AT2G16594.1	PF14368
AT4G37740.1	PF08880
AT4G37740.1	PF08879
AT2G27720.1	PF00428
AT4G27745.1	PF03226
AT2G40490.1	PF01208
AT5G45760.1	PF00400
AT5G45760.1	PF00400
AT5G46410.1	PF03031
AT1G19600.1	PF00294
AT1G65930.1	PF00180
AT2G27220.2	PF05920
AT2G27220.2	PF07526
AT5G23540.1	PF01398
AT5G23540.1	PF13012
AT5G18270.1	PF02365
AT4G11950.1	PF06697
AT2G25530.1	PF03969
AT3G61620.2	PF01138
AT3G61620.2	PF03725
AT3G61620.1	PF01138
AT3G61620.1	PF03725
AT1G61560.4	PF03094
AT5G05810.1	PF13639
AT5G48550.2	PF00646
AT5G39560.1	PF00646
AT5G39560.1	PF01344
AT5G39560.1	PF01344
AT4G24350.2	PF01048
AT5G16220.1	PF00564
AT5G59440.1	PF02223
AT2G28200.1	PF13912
AT2G28200.1	PF13912
AT3G14120.2	PF04121
AT1G79020.1	PF10513
AT2G35605.1	PF02201
AT2G03450.1	PF16656
AT2G03450.1	PF00149
AT2G03450.1	PF14008
AT1G05790.2	PF01764
AT5G67380.2	PF00069
AT3G23350.1	PF01417
AT5G65020.2	PF00191
AT5G65020.2	PF00191
AT5G65020.2	PF00191
AT5G65020.2	PF00191
AT1G09500.3	PF01370
AT2G43440.1	PF00646
AT2G43440.1	PF07734
AT3G61370.1	PF11595
AT4G15420.1	PF03152
AT3G26270.1	PF00067
AT1G15790.1	PF16987
AT1G15790.1	PF16987
AT1G15790.2	PF16987
AT1G15790.2	PF16987
AT2G23590.1	PF12697
ATCG00550.1	PF01788
AT5G20670.1	PF07911
AT1G20160.1	PF17766
AT1G20160.1	PF05922
AT1G20160.1	PF00082
AT1G67530.2	PF04564
AT1G67530.1	PF04564
AT3G43540.1	PF07082
AT1G68800.1	PF03634
AT1G23590.1	PF02713
AT2G12880.1	PF00098
AT2G12880.1	PF00098
AT1G09660.1	PF16544
AT4G25660.1	PF05903
AT1G77320.2	PF12738
AT1G77320.2	PF12738
AT1G77320.2	PF12738
AT1G77320.2	PF00533
AT1G16390.1	PF00083
AT1G05770.1	PF01419
AT3G53770.1	PF03242
AT3G53770.1	PF03242
AT1G13580.3	PF03798
AT1G13580.2	PF03798
AT1G22200.2	PF07970
AT1G22200.2	PF13850
AT5G16800.1	PF00583
AT1G13770.2	PF04884
AT2G47160.2	PF00955
AT2G47160.2	PF00955
AT2G47160.2	PF00955
AT2G47160.2	PF00955
AT4G24180.1	PF00314
AT3G02190.1	PF00832
AT3G07650.1	PF06203
AT3G07650.2	PF06203
AT3G07650.3	PF06203
AT3G07650.4	PF06203
AT5G52400.1	PF00067
AT2G21440.1	PF00076
AT2G21440.1	PF00076
AT2G21440.1	PF00076
AT5G15630.1	PF04833
AT4G31690.1	PF02362
AT4G31690.1	PF02362
AT4G31690.1	PF02362
AT1G71920.2	PF00155
AT5G10330.2	PF00155
AT5G10330.1	PF00155
AT2G37440.1	PF03372
AT1G01950.3	PF00514
AT1G01950.3	PF00225
AT2G34050.1	PF06644
AT4G24830.2	PF00764
AT4G38230.2	PF00069
AT4G38230.2	PF13499
AT4G38230.2	PF13499
AT3G03100.2	PF05071
AT1G47980.1	PF13668
AT2G38900.1	PF00280
AT5G54810.1	PF00291
AT5G37140.1	PF13087
AT5G37140.1	PF13086
AT3G23280.2	PF13857
AT3G23280.2	PF13920
AT5G20300.1	PF11886
AT5G20300.1	PF04548
AT5G20300.2	PF11886
AT5G20300.2	PF04548
AT4G36010.2	PF00314
AT4G36010.1	PF00314
AT5G64050.1	PF00749
AT3G18290.1	PF01814
AT3G18290.1	PF01814
AT3G18290.1	PF01814
AT3G18290.1	PF05495
AT3G18290.1	PF14599
AT3G18290.1	PF13639
AT2G01270.1	PF00085
AT2G01270.1	PF04777
AT1G79480.2	PF07983
AT5G27090.1	PF00319
AT3G16250.1	PF00111
AT3G46600.1	PF03514
AT2G24430.1	PF02365
AT2G24430.2	PF02365
AT4G04570.1	PF01657
AT4G04570.1	PF01657
AT4G04570.1	PF00069
AT5G01360.1	PF13839
AT5G01360.1	PF14416
AT2G34240.1	PF04781
AT2G34240.1	PF04780
AT1G68300.1	PF00582
AT3G59970.1	PF02219
AT1G33290.1	PF13604
AT3G03940.1	PF00069
AT3G45950.1	PF11708
AT5G04620.2	PF00155
AT2G20725.1	PF02517
AT3G06770.2	PF00295
AT3G01015.1	PF06886
AT4G18690.1	PF14144
AT2G14660.1	PF01878
AT2G38020.1	PF04840
AT2G38020.1	PF04841
AT1G09575.1	PF04678
AT1G71696.1	PF00246
AT1G01430.1	PF14416
AT1G01430.1	PF13839
AT3G06250.1	PF10551
AT3G06250.1	PF04434
AT3G06250.1	PF03101
AT3G06250.1	PF03101
AT5G43900.1	PF02736
AT5G43900.1	PF00612
AT5G43900.1	PF00612
AT5G43900.1	PF00612
AT5G43900.1	PF00612
AT5G43900.1	PF00612
AT5G43900.1	PF00612
AT5G43900.1	PF01843
AT5G43900.1	PF00063
AT5G40210.1	PF00892
AT2G38110.1	PF12710
AT2G38110.1	PF01553
AT2G30940.2	PF00069
AT5G40490.1	PF00076
AT5G40490.1	PF00076
AT4G28320.1	PF00150
AT4G28640.3	PF02309
AT5G40670.1	PF04193
AT5G40670.1	PF04193
AT1G56460.2	PF04795
AT1G56460.2	PF04438
AT1G64220.1	PF08038
AT4G10650.1	PF01926
AT5G07100.1	PF03106
AT5G07100.1	PF03106
AT1G56170.2	PF00808
AT1G56170.1	PF00808
AT5G25480.1	PF00145
AT1G47270.1	PF00646
AT1G47270.1	PF01167
AT1G13820.1	PF12697
AT1G69820.1	PF01019
AT1G30690.2	PF00650
AT1G30690.2	PF03765
AT1G30690.1	PF00650
AT1G30690.1	PF03765
AT3G53540.1	PF14383
AT3G53540.1	PF14309
AT3G53540.1	PF12552
AT2G23320.1	PF03106
AT2G23320.1	PF10533
AT5G47510.1	PF00650
AT5G61900.1	PF00168
AT5G61900.1	PF00168
AT5G61900.1	PF07002
AT5G61900.3	PF00168
AT5G61900.3	PF00168
AT5G61900.3	PF07002
AT3G14170.1	PF06075
AT3G14170.1	PF06075
AT3G14170.1	PF06075
AT1G02300.1	PF08127
AT1G02300.1	PF00112
AT1G64610.1	PF00400
AT1G64610.1	PF00400
AT1G64610.1	PF00400
AT1G64610.2	PF00400
AT1G64610.2	PF00400
AT1G64610.2	PF00400
AT1G10450.1	PF16879
AT1G10450.1	PF08295
AT1G10450.1	PF02671
AT1G10450.1	PF02671
AT1G56450.1	PF00227
AT5G54990.1	PF13639
AT2G16280.1	PF08541
AT2G16280.1	PF08392
AT1G43260.1	PF04937
AT2G36670.1	PF14541
AT2G36670.1	PF14543
AT4G33110.2	PF02353
AT4G33110.1	PF02353
AT3G26210.1	PF00067
AT1G31930.1	PF00503
AT1G31930.2	PF00503
AT1G31930.3	PF00503
AT1G02920.1	PF00043
AT1G02920.1	PF02798
AT3G47500.1	PF02701
AT5G18290.1	PF00230
AT5G18290.2	PF00230
AT4G03520.1	PF00085
AT2G18940.1	PF13812
AT2G18940.1	PF13812
AT2G18940.1	PF13812
AT2G18940.1	PF12854
AT2G18940.1	PF01535
AT2G18940.1	PF13041
AT2G18940.1	PF13041
AT2G18940.1	PF13041
AT2G18940.1	PF13041
AT5G57040.1	PF00903
AT4G26880.1	PF04885
AT2G46270.2	PF16596
AT2G46270.2	PF00170
AT2G46270.2	PF07777
AT1G64100.1	PF13041
AT1G64100.1	PF13041
AT1G64100.1	PF13041
AT1G64100.1	PF13041
AT1G64100.1	PF13041
AT1G64100.1	PF13041
AT1G64100.1	PF13041
AT1G64100.1	PF12854
AT4G14276.1	PF10868
AT5G59150.1	PF00071
AT3G25110.1	PF01643
AT5G11140.1	PF05278
AT3G54290.1	PF01814
AT1G78040.1	PF01190
AT1G78040.2	PF01190
AT1G67720.1	PF07714
AT1G67720.1	PF12819
AT2G32900.1	PF06248
AT3G10790.1	PF08268
AT5G10750.1	PF07059
AT1G31840.1	PF01535
AT1G31840.1	PF01535
AT1G31840.1	PF01535
AT1G31840.1	PF13041
AT1G31840.1	PF13041
AT1G31840.1	PF13041
AT1G31840.1	PF13041
AT1G31840.1	PF13041
AT1G31840.1	PF13041
AT1G31840.1	PF13041
AT2G25850.3	PF04928
AT2G25850.3	PF01909
AT2G25850.3	PF04926
AT3G58590.1	PF13041
AT3G58590.1	PF13041
AT3G58590.1	PF13041
AT3G58590.1	PF13041
AT3G58590.1	PF01535
AT3G58590.1	PF01535
AT3G58590.1	PF01535
AT3G58590.1	PF01535
AT3G58590.1	PF01535
AT3G58590.1	PF01535
AT3G58590.1	PF01535
AT5G53370.1	PF01095
AT5G53370.1	PF04043
AT2G26430.2	PF00134
AT2G26430.3	PF00134
AT3G26980.1	PF13881
AT5G58890.1	PF00319
AT5G14580.1	PF00575
AT5G14580.1	PF01138
AT5G14580.1	PF01138
AT5G14580.1	PF03726
AT5G14580.1	PF03725
AT5G41900.1	PF00561
AT3G06660.1	PF04795
AT3G06660.1	PF04438
AT1G10950.1	PF02990
AT2G41860.1	PF13499
AT2G41860.1	PF13499
AT2G41860.1	PF00069
AT1G77410.1	PF01301
AT1G77410.1	PF17834
AT1G77410.1	PF02140
AT5G41790.1	PF07765
AT4G22700.1	PF03195
AT4G01440.1	PF00892
AT4G01440.1	PF00892
AT2G26510.1	PF00860
AT1G55940.1	PF08268
AT1G55940.1	PF00067
AT2G01150.1	PF13639
AT3G57010.1	PF03088
AT5G52260.1	PF00249
AT5G52260.1	PF00249
AT3G11780.1	PF02221
AT1G59725.1	PF00226
AT1G59725.1	PF01556
AT1G60680.1	PF00248
AT3G10300.5	PF13405
AT3G10300.5	PF13202
AT1G60240.1	PF02365
AT2G36985.1	PF08137
AT3G56400.1	PF03106
AT2G39830.1	PF12315
AT2G39830.1	PF00412
AT5G48750.1	PF04526
AT5G16500.1	PF00069
AT4G00740.1	PF03141
AT4G01870.1	PF00930
AT4G01870.1	PF07676
AT4G01870.1	PF07676
AT4G17490.1	PF00847
AT1G06360.1	PF00487
AT2G44590.1	PF01031
AT2G44590.1	PF00350
AT2G44590.1	PF02212
AT3G28070.3	PF00892
ATMG00410.1	PF00119
AT2G07741.1	PF00119
AT3G27660.1	PF01277
AT4G17100.2	PF09412
AT5G12480.2	PF00069
AT5G12480.2	PF13499
AT5G12480.2	PF13499
AT4G13570.1	PF00125
AT4G13570.1	PF16211
AT1G77122.1	PF02576
AT5G23395.1	PF06747
AT2G29090.1	PF00067
AT2G29090.2	PF00067
AT2G28670.1	PF03018
AT1G18470.1	PF10269
AT1G18470.1	PF13920
AT2G22730.1	PF07690
AT1G43780.1	PF00450
AT5G22400.1	PF00620
AT5G22400.1	PF00786
AT4G17840.1	PF02517
AT3G23955.1	PF08387
AT3G23955.1	PF00646
AT4G15160.1	PF14547
AT5G02930.1	PF00646
AT2G16380.1	PF03765
AT2G16380.1	PF00650
AT3G28780.1	PF06746
AT5G12960.1	PF07944
AT2G46230.2	PF04900
AT4G39940.1	PF01583
AT5G57490.1	PF01459
AT3G62750.1	PF00232
AT4G25920.1	PF03478
AT3G27010.1	PF03634
AT1G56610.3	PF07723
AT1G12230.1	PF00923
AT2G20690.1	PF00677
AT2G20690.1	PF00677
AT5G03730.2	PF14381
AT5G03730.2	PF07714
AT5G03730.1	PF14381
