IPR011545	DEAD/DEAH box helicase domain
IPR024041	Ammonium transporter AmtB-like domain
IPR007266	Endoplasmic reticulum oxidoreductin 1
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR002659	Glycosyl transferase, family 31
IPR023780	Chromo domain
IPR000953	Chromo/chromo shadow domain
IPR003399	Mce/MlaD
IPR002645	STAS domain
IPR011547	SLC26A/SulP transporter domain
IPR002645	STAS domain
IPR001902	SLC26A/SulP transporter
IPR013194	Histone deacetylase interacting domain
IPR003822	Paired amphipathic helix
IPR003822	Paired amphipathic helix
IPR003822	Paired amphipathic helix
IPR003822	Paired amphipathic helix
IPR003822	Paired amphipathic helix
IPR031693	Sin3, C-terminal
IPR003822	Paired amphipathic helix
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR003323	OTU domain
IPR003323	OTU domain
IPR000225	Armadillo
IPR000225	Armadillo
IPR000008	C2 domain
IPR000008	C2 domain
IPR005121	Ferrodoxin-fold anticodon-binding domain
IPR002319	Phenylalanyl-tRNA synthetase
IPR005121	Ferrodoxin-fold anticodon-binding domain
IPR006195	Aminoacyl-tRNA synthetase, class II
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR026992	Non-haem dioxygenase N-terminal domain



IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR041433	26S proteasome non-ATPase regulatory subunit RPN1, C-terminal
IPR002015	Proteasome/cyclosome repeat
IPR002015	Proteasome/cyclosome repeat
IPR040892	RPN1/RPN2, N-terminal
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase
IPR003663	Sugar/inositol transporter
IPR005828	Major facilitator,  sugar transporter-like
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR020846	Major facilitator superfamily domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR001206	Diacylglycerol kinase, catalytic domain
IPR001206	Diacylglycerol kinase, catalytic domain
IPR005033	YEATS
IPR005033	YEATS
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR001296	Glycosyl transferase, family 1
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR033443	Pentacotripeptide-repeat region of PRORP
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR003441	NAC domain
IPR003441	NAC domain
IPR004158	Protein of unknown function DUF247, plant
IPR003316	E2F/DP family, winged-helix DNA-binding domain
IPR032198	E2F transcription factor, CC-MB domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002683	PsbP, C-terminal
IPR005570	RNA polymerase, Rpb8
IPR013087	Zinc finger C2H2-type



IPR013087	Zinc finger C2H2-type
IPR013087	Zinc finger C2H2-type
IPR001609	Myosin head, motor domain
IPR000048	IQ motif, EF-hand binding site
IPR004009	Myosin, N-terminal, SH3-like
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR001320	Ionotropic glutamate receptor
IPR001828	Receptor, ligand binding region
IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF
IPR005061	Vacuolar protein sorting-associated protein Ist1
IPR032008	Domain of unknown function DUF4792
IPR001841	Zinc finger, RING-type
IPR032010	Domain of unknown function DUF4793

IPR007197	Radical SAM
IPR031691	Lipoyl synthase, N-terminal
IPR003698	Lipoyl synthase
IPR002156	Ribonuclease H domain
IPR002156	Ribonuclease H domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002913	START domain
IPR001356	Homeobox domain
IPR002913	START domain
IPR001356	Homeobox domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR003441	NAC domain
IPR003441	NAC domain
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR019734	Tetratricopeptide repeat

IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat

IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR002067	Mitochondrial carrier protein
IPR002067	Mitochondrial carrier protein
IPR002067	Mitochondrial carrier protein
IPR002067	Mitochondrial carrier protein
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR002067	Mitochondrial carrier protein
IPR002067	Mitochondrial carrier protein
IPR002067	Mitochondrial carrier protein
IPR002067	Mitochondrial carrier protein
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR004910	Yippee/Mis18/Cereblon
IPR034751	Yippee domain
IPR001926	Pyridoxal-phosphate dependent enzyme
IPR014026	UDP-glucose/GDP-mannose dehydrogenase, dimerisation
IPR001732	UDP-glucose/GDP-mannose dehydrogenase, N-terminal
IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal
IPR017476	UDP-glucose/GDP-mannose dehydrogenase
IPR006792	Vicilin, N-terminal
IPR006792	Vicilin, N-terminal
IPR006045	Cupin 1
IPR006045	Cupin 1
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR

IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR015940	Ubiquitin-associated domain
IPR022764	Peptidase S54, rhomboid domain
IPR015940	Ubiquitin-associated domain
IPR025422	Transcription factor TGA like domain
IPR025422	Transcription factor TGA like domain
IPR001932	PPM-type phosphatase domain
IPR001932	PPM-type phosphatase domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type


IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR006121	Heavy metal-associated domain, HMA
IPR006121	Heavy metal-associated domain, HMA

IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR002182	NB-ARC




IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR019561	Translocon Sec61/SecY, plug domain
IPR002208	SecY/SEC61-alpha family
IPR002208	SecY/SEC61-alpha family
IPR000070	Pectinesterase, catalytic

IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR020683	Ankyrin repeat-containing domain
IPR000719	Protein kinase domain
IPR001220	Legume lectin domain
IPR000719	Protein kinase domain
IPR019358	NEMP family
IPR000073	Alpha/beta hydrolase fold-1
IPR006677	tRNA intron endonuclease, catalytic domain-like
IPR006678	tRNA intron endonuclease, N-terminal
IPR000073	Alpha/beta hydrolase fold-1
IPR001948	Peptidase M18
IPR001948	Peptidase M18
IPR001948	Peptidase M18
IPR001948	Peptidase M18
IPR001948	Peptidase M18
IPR001948	Peptidase M18
IPR001948	Peptidase M18
IPR000873	AMP-dependent synthetase/ligase
IPR010264	Plant self-incompatibility S1
IPR003726	Homocysteine-binding domain
IPR003726	Homocysteine-binding domain
IPR001841	Zinc finger, RING-type

IPR001005	SANT/Myb domain
IPR007526	SWIRM domain
IPR007526	SWIRM domain
IPR017884	SANT domain
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR014978	Glutamine-Leucine-Glutamine, QLQ
IPR014977	WRC domain
IPR014977	WRC domain
IPR014978	Glutamine-Leucine-Glutamine, QLQ
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR013026	Tetratricopeptide repeat-containing domain

IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR006671	Cyclin, N-terminal
IPR004367	Cyclin, C-terminal domain
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR003846	Protein adenylyltransferase SelO
IPR015007	Nuclear pore complex, NUP2/50/61
IPR000156	Ran binding domain
IPR000156	Ran binding domain
IPR006458	Ovate  protein family, C-terminal
IPR006458	Ovate  protein family, C-terminal
IPR006458	Ovate  protein family, C-terminal
IPR041367	E3 ligase, CCCH-type zinc finger
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR000571	Zinc finger, CCCH-type
IPR000571	Zinc finger, CCCH-type
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase
IPR004143	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR022742	Serine aminopeptidase, S33
IPR004873	BURP domain
IPR004873	BURP domain
IPR020683	Ankyrin repeat-containing domain
IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR026961	PGG domain
IPR002110	Ankyrin repeat
IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat
IPR003480	Transferase
IPR000717	Proteasome component (PCI) domain
IPR033464	CSN8/PSMD8/EIF3K
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR008480	Protein of unknown function DUF761, plant
IPR002523	Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB
IPR010987	Glutathione S-transferase, C-terminal-like
IPR004045	Glutathione S-transferase, N-terminal
IPR004045	Glutathione S-transferase, N-terminal
IPR006086	XPG-I domain
IPR006085	XPG N-terminal
IPR006084	XPG/Rad2 endonuclease
IPR006084	XPG/Rad2 endonuclease
IPR006084	XPG/Rad2 endonuclease
IPR006084	XPG/Rad2 endonuclease
IPR002487	Transcription factor, K-box
IPR002487	Transcription factor, K-box
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat


IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR005683	Mitochondrial import receptor subunit Tom22
