Solyc01g111145.1.1	NIOBTv3_g31399
Solyc01g081210.3.1	NIOBTv3_g36814
Solyc04g050770.2.1	NIOBTv3_g27183
Solyc09g075820.3.1	NIOBTv3_g14560
Solyc05g009280.3.1	NIOBTv3_g32752
Solyc08g065380.3.1	NIOBTv3_g28766
Solyc05g052670.1.1	NIOBTv3_g04674
Solyc08g006160.3.1	NIOBTv3_g32431
Solyc03g116850.3.1	NIOBTv3_g19266
Solyc00g050430.3.1	NIOBTv3_g05336
Solyc05g055800.3.1	NIOBTv3_g25251
Solyc06g073090.3.1	NIOBTv3_g26543
Solyc10g008360.2.1	NIOBTv3_g17485
Solyc11g010760.1.1	NIOBTv3_g05219
Solyc08g079300.3.1	NIOBTv3_g03401
Solyc09g007480.3.1	NIOBTv3_g29258
Solyc12g040800.2.1	NIOBTv3_g24828
Solyc07g066330.3.1	NIOBTv3_g14196
Solyc07g054470.1.1	NIOBTv3_g01316
Solyc07g056350.3.1	NIOBTv3_g26742
Solyc12g008320.2.1	NIOBTv3_g37261
Solyc10g079320.2.1	NIOBTv3_g09179
Solyc12g098340.2.1	NIOBTv3_g14825
Solyc02g091130.3.1	NIOBTv3_g39571-D3
Solyc03g123760.3.1	NIOBTv3_g02763
Solyc01g088830.2.1	NIOBTv3_g38292
Solyc09g074650.3.1	NIOBTv3_g13960
Solyc05g005740.3.1	NIOBTv3_g36450
Solyc02g068260.2.1	NIOBTv3_g09395
Solyc05g051583.1.1	NIOBTv3_g20409
Solyc11g012785.1.1	NIOBTv3_g06245
Solyc07g008540.3.1	NIOBTv3_g06707
Solyc01g110920.3.1	NIOBTv3_g63326-D2
Solyc05g046290.3.1	NIOBTv3_g09740
Solyc12g098500.2.1	NIOBTv3_g40272
Solyc04g006940.3.1	NIOBTv3_g27903
Solyc12g088140.2.1	NIOBTv3_g30630
Solyc12g099440.2.1	NIOBTv3_g00987
Solyc01g008220.3.1	NIOBTv3_g08796
Solyc09g011080.3.1	NIOBTv3_g01048
Solyc10g005240.3.1	NIOBTv3_g31916
Solyc02g067330.1.1	NIOBTv3_g37829
Solyc03g080040.1.1	NIOBTv3_g02913
Solyc06g011560.3.1	NIOBTv3_g32942
Solyc08g076290.3.1	NIOBTv3_g31910
Solyc04g073950.1.1	NIOBTv3_g04111
Solyc03g019890.3.1	NIOBTv3_g42629
Solyc04g082220.2.1	NIOBTv3_g40491
Solyc01g094380.2.1	NIOBTv3_g33305
Solyc08g078880.3.1	NIOBTv3_g27783
Solyc04g080530.3.1	NIOBTv3_g30377
Solyc06g074510.3.1	NIOBTv3_g39607
Solyc01g020340.2.1	NIOBTv3_g39504
Solyc04g016000.3.1	NIOBTv3_g03048
Solyc10g018120.2.1	NIOBTv3_g30704
Solyc05g031600.2.1	NIOBTv3_g27381
Solyc04g080380.3.1	NIOBTv3_g29875
Solyc02g094000.1.1	NIOBTv3_g35076
Solyc02g079790.3.1	NIOBTv3_g16679
Solyc03g114420.1.1	NIOBTv3_g21511
Solyc07g066420.3.1	NIOBTv3_g43663
Solyc02g087860.3.1	NIOBTv3_g14995
Solyc12g094500.2.1	NIOBTv3_g11471
Solyc07g065910.1.1	NIOBTv3_g40061
Solyc05g005190.3.1	NIOBTv3_g63657
Solyc01g008500.3.1	NIOBTv3_g09900
Solyc06g009020.2.1	NIOBTv3_g41240
Solyc06g048870.2.1	NIOBTv3_g07389
Solyc05g007470.3.1	NIOBTv3_g02312
Solyc08g016620.3.1	NIOBTv3_g11287
Solyc11g007200.2.1	NIOBTv3_g22785
Solyc06g072550.3.1	NIOBTv3_g10250
Solyc09g008280.2.1	NIOBTv3_g44246
Solyc05g012000.3.1	NIOBTv3_g18073
Solyc09g064500.3.1	NIOBTv3_g35428
Solyc01g008500.3.1	NIOBTv3_g09900
Solyc03g053110.3.1	NIOBTv3_g08079
Solyc02g091560.3.1	NIOBTv3_g33285
Solyc03g098740.1.1	NIOBTv3_g28038
Solyc04g082290.3.1	NIOBTv3_g08056
Solyc05g005030.3.1	NIOBTv3_g23083
Solyc08g078300.3.1	NIOBTv3_g32663
Solyc02g069600.3.1	NIOBTv3_g07976
Solyc07g006890.1.1	NIOBTv3_g27136
Solyc10g078170.2.1	NIOBTv3_g12638
Solyc07g053360.3.1	NIOBTv3_g18961
Solyc07g053360.3.1	NIOBTv3_g18961
Solyc05g056120.3.1	NIOBTv3_g17145
Solyc08g076040.2.1	NIOBTv3_g18732-D2
Solyc09g082840.1.1	NIOBTv3_g39530
Solyc07g054730.1.1	NIOBTv3_g03199
Solyc03g117890.3.1	NIOBTv3_g00820
Solyc04g078860.3.1	NIOBTv3_g23301
Solyc10g009150.3.1	NIOBTv3_g25402-D14
Solyc12g008640.2.1	NIOBTv3_g35565
Solyc02g092715.1.1	NIOBTv3_g07676
Solyc03g119690.2.1	NIOBTv3_g09244
Solyc01g105220.3.1	NIOBTv3_g09748
Solyc04g005860.3.1	NIOBTv3_g39861
Solyc03g115610.3.1	NIOBTv3_g36791
Solyc09g005080.1.1	NIOBTv3_g02578
Solyc00g247300.3.1	NIOBTv3_g08751
Solyc11g066640.1.1	NIOBTv3_g17909-D2
Solyc06g060240.1.1	NIOBTv3_g11035
Solyc05g009780.3.1	NIOBTv3_g16962
Solyc03g121180.3.1	NIOBTv3_g04280
Solyc12g010130.1.1	NIOBTv3_g17418
Solyc03g120320.1.1	NIOBTv3_g14915
Solyc01g006735.1.1	NIOBTv3_g03798
Solyc07g052320.3.1	NIOBTv3_g41330
Solyc02g079440.2.1	NIOBTv3_g43067
Solyc12g089160.2.1	NIOBTv3_g35870
Solyc05g007470.3.1	NIOBTv3_g02312
Solyc10g011750.3.1	NIOBTv3_g29799
Solyc05g052245.1.1	NIOBTv3_g32209
Solyc03g098030.3.1	NIOBTv3_g12847
Solyc03g111690.3.1	NIOBTv3_g16129
Solyc01g079360.3.1	NIOBTv3_g07862
Solyc09g064910.1.1	NIOBTv3_g26050
Solyc11g006060.1.1	NIOBTv3_g27143
Solyc12g010600.2.1	NIOBTv3_g29594
Solyc09g010940.3.1	NIOBTv3_g17748
Solyc02g072150.3.1	NIOBTv3_g32888
Solyc01g097470.3.1	NIOBTv3_g31150
Solyc01g104210.2.1	NIOBTv3_g33774
Solyc02g085010.1.1	NIOBTv3_g26226
Solyc07g007550.3.1	NIOBTv3_g16834
Solyc07g042390.2.1	NIOBTv3_g30295
Solyc02g068300.3.1	NIOBTv3_g39272
Solyc12g005720.1.1	NIOBTv3_g26035
Solyc05g010587.1.1	NIOBTv3_g19821
Solyc12g010120.2.1	NIOBTv3_g37702
Solyc02g068200.1.1	NIOBTv3_g42644
Solyc07g053360.3.1	NIOBTv3_g18961
Solyc03g123690.1.1	NIOBTv3_g34026
Solyc01g111570.3.1	NIOBTv3_g07760
Solyc02g092860.3.1	NIOBTv3_g22892
Solyc12g056860.2.1	NIOBTv3_g28673
Solyc04g079830.2.1	NIOBTv3_g24454
Solyc01g108640.1.1	NIOBTv3_g26832
Solyc03g044370.3.1	NIOBTv3_g25483
Solyc10g006650.3.1	NIOBTv3_g16545
Solyc03g025870.3.1	NIOBTv3_g19188
Solyc06g066010.3.1	NIOBTv3_g16154
Solyc10g055680.1.1	NIOBTv3_g07835
Solyc01g096340.3.1	NIOBTv3_g27602
Solyc12g010360.2.1	NIOBTv3_g13101
Solyc09g091350.1.1	NIOBTv3_g63592
Solyc02g091970.3.1	NIOBTv3_g16932
Solyc04g015060.2.1	NIOBTv3_g06250
Solyc06g060340.3.1	NIOBTv3_g26955
Solyc02g079180.1.1	NIOBTv3_g27089
Solyc06g065820.3.1	NIOBTv3_g06211-D2
Solyc07g021700.3.1	NIOBTv3_g05263
Solyc07g066610.3.1	NIOBTv3_g18644
Solyc02g091420.3.1	NIOBTv3_g17540
Solyc12g056390.1.1	NIOBTv3_g13365
Solyc10g083730.2.1	NIOBTv3_g09753
Solyc01g007870.3.1	NIOBTv3_g31948
Solyc06g071820.3.1	NIOBTv3_g00302
Solyc01g010260.3.1	NIOBTv3_g18373
Solyc02g081070.3.1	NIOBTv3_g05270
Solyc10g009150.3.1	NIOBTv3_g25402-D14
Solyc09g075570.1.1	NIOBTv3_g30520-D2
Solyc03g078570.3.1	NIOBTv3_g17465-D2
Solyc07g018200.1.1	NIOBTv3_g40586
Solyc09g090960.3.1	NIOBTv3_g26451
Solyc11g010990.2.1	NIOBTv3_g19828
Solyc06g073350.3.1	NIOBTv3_g36907
Solyc02g087780.3.1	NIOBTv3_g36880
Solyc11g071250.2.1	NIOBTv3_g17189
Solyc10g008740.3.1	NIOBTv3_g09190
Solyc07g047940.3.1	NIOBTv3_g60154
Solyc06g005090.3.1	NIOBTv3_g37451
Solyc05g014790.3.1	NIOBTv3_g16086
Solyc04g082270.3.1	NIOBTv3_g39230
Solyc05g010070.3.1	NIOBTv3_g15546
Solyc08g076860.3.1	NIOBTv3_g25189
Solyc02g067080.3.1	NIOBTv3_g12520
Solyc11g010330.2.1	NIOBTv3_g05709
Solyc01g100000.3.1	NIOBTv3_g34028
Solyc11g071800.2.1	NIOBTv3_g42163
Solyc06g064520.3.1	NIOBTv3_g21122
Solyc12g014140.2.1	NIOBTv3_g22260
Solyc01g006300.3.1	NIOBTv3_g34693
Solyc02g089610.2.1	NIOBTv3_g31954
Solyc11g065350.2.1	NIOBTv3_g13149
Solyc05g052760.3.1	NIOBTv3_g15602
Solyc02g079870.3.1	NIOBTv3_g07218
Solyc01g110780.1.1	NIOBTv3_g63326-D3
Solyc03g019660.3.1	NIOBTv3_g10499
Solyc10g044880.1.1	NIOBTv3_g03883
Solyc02g063270.3.1	NIOBTv3_g16453
Solyc06g083230.3.1	NIOBTv3_g41063
Solyc05g006210.3.1	NIOBTv3_g15754
Solyc03g082620.3.1	NIOBTv3_g13334
Solyc01g095610.3.1	NIOBTv3_g23177
Solyc10g085500.2.1	NIOBTv3_g13831
Solyc08g075760.3.1	NIOBTv3_g18833
Solyc10g084070.1.1	NIOBTv3_g33287-D2
Solyc06g011520.3.1	NIOBTv3_g17800
Solyc11g066410.2.1	NIOBTv3_g12199
Solyc06g074140.1.1	NIOBTv3_g34426
Solyc01g066457.1.1	NIOBTv3_g00991
Solyc11g011960.2.1	NIOBTv3_g29646
Solyc07g053920.3.1	NIOBTv3_g06067
Solyc03g097650.3.1	NIOBTv3_g29157
Solyc02g089065.1.1	NIOBTv3_g13228
Solyc09g008640.1.1	NIOBTv3_g00423
Solyc03g025950.3.1	NIOBTv3_g27395
Solyc09g091350.1.1	NIOBTv3_g63592
Solyc00g009070.1.1	NIOBTv3_g10007
Solyc06g065740.3.1	NIOBTv3_g05439-D2
Solyc12g019880.1.1	NIOBTv3_g14509
Solyc02g077270.3.1	NIOBTv3_g39035
Solyc03g118410.3.1	NIOBTv3_g08697
Solyc02g070450.2.1	NIOBTv3_g10730
Solyc05g053460.1.1	NIOBTv3_g56107
Solyc01g099200.3.1	NIOBTv3_g22833
Solyc03g123720.3.1	NIOBTv3_g02757
Solyc08g079430.3.1	NIOBTv3_g03407
Solyc09g065240.3.1	NIOBTv3_g06736
Solyc12g056650.2.1	NIOBTv3_g03185
Solyc01g110110.3.1	NIOBTv3_g63166
Solyc03g113690.1.1	NIOBTv3_g14774
Solyc04g015490.3.1	NIOBTv3_g32557
Solyc02g080180.1.1	NIOBTv3_g27970
Solyc12g042830.2.1	NIOBTv3_g17785
Solyc09g064160.3.1	NIOBTv3_g36121
Solyc08g066720.2.1	NIOBTv3_g17111
Solyc07g026650.3.1	NIOBTv3_g38689
Solyc12g008980.2.1	NIOBTv3_g37662
Solyc02g083520.2.1	NIOBTv3_g40356
Solyc01g109460.3.1	NIOBTv3_g31069
Solyc09g074550.3.1	NIOBTv3_g40045
Solyc12g056150.2.1	NIOBTv3_g36635
Solyc06g051680.1.1	NIOBTv3_g36033-D2
Solyc03g114350.1.1	NIOBTv3_g31596
Solyc04g005410.2.1	NIOBTv3_g14881
Solyc07g021735.1.1	NIOBTv3_g03285
Solyc01g103700.3.1	NIOBTv3_g09854
Solyc08g067795.1.1	NIOBTv3_g24968
Solyc03g113030.3.1	NIOBTv3_g06202
Solyc09g008830.3.1	NIOBTv3_g02858
Solyc09g075810.3.1	NIOBTv3_g04464
Solyc01g110570.3.1	NIOBTv3_g15179
Solyc01g110920.3.1	NIOBTv3_g63326-D2
Solyc05g053460.1.1	NIOBTv3_g56107
Solyc07g045030.3.1	NIOBTv3_g25764
Solyc01g112060.3.1	NIOBTv3_g23417
Solyc10g055760.2.1	NIOBTv3_g31317
Solyc11g072660.2.1	NIOBTv3_g16882
Solyc10g008360.2.1	NIOBTv3_g17485
Solyc05g005020.3.1	NIOBTv3_g23084
Solyc07g064990.3.1	NIOBTv3_g09901
Solyc06g036440.2.1	NIOBTv3_g36965
Solyc11g044250.2.1	NIOBTv3_g22184
Solyc10g017550.3.1	NIOBTv3_g02238
Solyc02g092760.3.1	NIOBTv3_g21279
Solyc07g063420.3.1	NIOBTv3_g08302
Solyc03g117260.2.1	NIOBTv3_g36964-D3
Solyc04g080040.3.1	NIOBTv3_g15838
Solyc04g081330.3.1	NIOBTv3_g26701
Solyc08g083060.3.1	NIOBTv3_g38827
Solyc09g089890.1.1	NIOBTv3_g36981
Solyc06g074800.1.1	NIOBTv3_g29565
Solyc01g111350.3.1	NIOBTv3_g26380
Solyc07g041940.3.1	NIOBTv3_g11382
Solyc01g095450.3.1	NIOBTv3_g04344
Solyc11g011980.3.1	NIOBTv3_g29644
Solyc04g051590.3.1	NIOBTv3_g31586
Solyc09g091730.3.1	NIOBTv3_g29596
Solyc09g014215.1.1	NIOBTv3_g34673
Solyc09g011280.1.1	NIOBTv3_g30970
Solyc01g102400.3.1	NIOBTv3_g30959
Solyc02g065220.3.1	NIOBTv3_g24404
Solyc03g113810.1.1	NIOBTv3_g30849
Solyc10g078280.3.1	NIOBTv3_g04089
Solyc01g098750.2.1	NIOBTv3_g11887
Solyc05g051550.2.1	NIOBTv3_g00243
Solyc03g113480.1.1	NIOBTv3_g12701
Solyc03g093560.1.1	NIOBTv3_g41828
Solyc03g112680.2.1	NIOBTv3_g42232
Solyc01g081190.3.1	NIOBTv3_g10111
Solyc04g081250.1.1	NIOBTv3_g07735
Solyc07g007200.3.1	NIOBTv3_g36574
Solyc03g116860.3.1	NIOBTv3_g19265
Solyc02g092190.1.1	NIOBTv3_g18529
Solyc06g009540.1.1	NIOBTv3_g14688
Solyc07g053850.3.1	NIOBTv3_g64378
Solyc02g086480.1.1	NIOBTv3_g10474
Solyc01g100980.3.1	NIOBTv3_g26193
Solyc09g063070.3.1	NIOBTv3_g13757
Solyc09g010530.3.1	NIOBTv3_g20947
Solyc02g062950.3.1	NIOBTv3_g14452
